37,Frase 1,Frase 1,Frase 2,Frase 1,Frase 2,Frase 2,Frase 1,Frase 2,Frase 2,Frase 2,Frase 1,Frase 2,Frase 2,Frase 1,Frase 1,Frase 1,1,1,10,2,2,0,0,0,2,0,10,1,2,0,9,0,2,0,0,0,1,2,0,8,1,2,0,9,1,1,10,1,1,2,0,0,9,1,1,0,0,10,2,1,9,0,1,0,0,0,6,0,1,6,1,2,0,0,8,1,7,1,0,Frase 1,Frase 2,Frase 2,Frase 1,Frase 1
38,Frase 1,Frase 1,Frase 2,Frase 1,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 1,Frase 2,Frase 2,Frase 1,Frase 1,Frase 1,4,1,10,0,2,0,1,0,0,1,9,2,1,1,10,1,3,4,0,0,2,3,0,10,2,1,0,10,0,0,10,0,1,1,0,0,10,1,0,0,0,10,3,2,10,0,2,1,0,0,0,0,2,8,1,1,3,0,10,0,8,0,2,Frase 2,Frase 1,Frase 1,Frase 1,Frase 1
39,Frase 1,Frase 1,Frase 2,Frase 1,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1,Frase 1,1,2,9,0,3,0,0,0,2,2,10,3,0,0,9,0,2,2,0,0,1,2,0,9,1,0,0,10,0,0,9,0,0,2,0,0,0,2,0,0,0,10,2,1,10,0,3,2,0,0,0,2,2,8,0,2,1,0,0,0,9,0,2,Frase 1,Frase 1,Frase 1,Frase 1,Frase 1
40,Frase 1,Frase 1,Frase 2,Frase 1,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1,Frase 1,1,2,10,2,0,0,0,0,2,0,10,2,2,0,10,1,0,0,0,0,4,2,1,10,2,0,1,9,0,2,10,2,1,2,2,1,10,2,0,1,2,10,1,1,10,3,2,3,3,0,10,2,2,10,1,0,0,0,10,1,10,0,1,Frase 1,Frase 1,Frase 1,Frase 1,Frase 1
41,Frase 1,Frase 1,Frase 2,Frase 1,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1,Frase 1,1,2,10,3,0,0,0,0,3,3,0,0,2,0,10,3,0,0,0,0,2,0,0,0,3,0,2,10,0,0,10,0,2,2,2,2,10,3,0,1,0,10,2,2,10,2,3,2,2,0,10,2,2,10,2,2,0,0,10,2,10,2,1,Frase 1,Frase 1,Frase 1,Frase 1,Frase 1
42,Frase 1,Frase 1,Frase 2,Frase 1,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1,Frase 1,1,1,10,1,0,0,0,0,2,1,10,2,2,0,10,4,0,0,0,0,2,1,1,9,3,0,2,10,0,3,10,2,2,3,2,0,9,3,0,2,1,10,1,2,10,4,1,1,4,2,10,1,0,9,2,0,0,0,10,2,9,0,2,Frase 1,Frase 1,Frase 1,Frase 1,Frase 1
43,Frase 1,Frase 1,Frase 2,Frase 1,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1,Frase 1,1,1,10,3,1,1,0,1,3,2,10,4,3,2,9,3,1,0,2,5,2,3,4,9,2,1,3,9,0,3,10,1,1,1,4,4,9,3,0,1,3,10,2,0,10,3,0,2,3,2,10,2,1,10,2,2,3,1,10,2,9,1,1,Frase 1,Frase 1,Frase 1,Frase 1,Frase 1
44,Frase 1,Frase 1,Frase 2,Frase 1,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1,Frase 1,0,0,10,0,0,0,0,0,0,0,9,1,0,0,8,0,1,2,2,2,0,1,3,9,2,0,1,9,0,1,9,0,2,1,2,2,9,1,1,1,1,8,1,0,9,1,1,2,1,1,9,0,0,9,1,3,2,0,0,0,10,0,0,Frase 1,Frase 1,Frase 1,Frase 1,Frase 1
45,Frase 1,Frase 1,Frase 2,Frase 1,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 2,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1,Frase 1,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,10,0,0,0,0,10,0,10,0,0,Frase 1,Frase 1,Frase 1,Frase 1,Frase 1
46,Frase 1,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1,Frase 2,Frase 1,Frase 2,Frase 2,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1,Frase 1,3,1,10,8,7,0,10,4,3,6,9,8,5,1,10,8,3,3,8,10,0,4,7,10,5,0,6,4,2,9,10,5,6,0,8,8,6,8,0,9,10,4,6,7,10,5,4,2,8,8,10,5,3,10,4,5,2,8,10,4,9,4,2,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1
47,Frase 1,Frase 1,Frase 1,Frase 1,Frase 1,Frase 2,Frase 1,Frase 1,Frase 2,Frase 2,Frase 1,Frase 2,Frase 2,Frase 1,Frase 1,Frase 1,1,5,10,8,7,0,9,8,5,4,10,8,4,0,10,8,2,7,8,10,1,5,8,10,4,2,7,4,2,10,9,2,3,1,8,8,9,3,1,8,9,0,5,1,10,8,3,0,7,8,9,8,8,10,2,7,3,8,10,0,8,2,3,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1
48,Frase 1,Frase 1,Frase 1,Frase 1,Frase 2,Frase 2,Frase 2,Frase 1,Frase 1,Frase 2,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1,Frase 1,7,3,10,9,7,2,8,7,6,5,10,8,2,0,10,9,3,2,8,10,5,6,8,10,6,1,10,7,1,9,10,6,4,2,0,0,0,6,0,10,9,3,7,6,10,9,7,6,9,8,10,8,6,10,5,6,5,9,10,4,10,5,3,Frase 1,Frase 2,Frase 1,Frase 1,Frase 1
